review_id,user_id,business_id,stars,useful,funny,cool,text,date
WVT-STdMZb-sxizP2oC5tQ,ZWLrVsiV0SKOH_uVblFwNA,XC30E7D4gfIrLmh4d4prSw,3.0,1,0,0,"A very disappointing check/pricing problem there last Friday night, despite ongoing good food & service...

i ordered something from the 'lunch all day' menu (because i wanted a smaller portion than i would have received from the dinner menu), and i generally like some soup & salad with my dinner, so i ordered their Caesar salad & a cup of their Cajun chicken-&-corn chowder - both of which are always quite good.

The menu very clearly stated for the soup 'add $2.50'.  It very clearly stated for the salad ""add $3.50'.  Not a problem.

There WAS, however a problem when i got my check.  I had been charged $6.50 for the salad.  Let's face it - $3.00 isn't a big deal these days, but something about it bothered me.  I suspect many people would have just sighed & paid it.

i asked my server about it, and she told me that 'only one add-on item was permitted' at the prices listed.  it did not say this anywhere on the menu.  I asked her to send over the manager, who gave me the old 'i'm only following orders...' line.  She did suggest that i call the next day, which struck me as a bit patronizing.  Seems to me that if she's truly a manager, she should be truly MANAGING and have the authority to make an adjustment over a relatively minor dispute.  How is a customer supposed to know about the pricing differential if it's not printed on the menu?  The owner(s) make a monkey out of her if they don't give her this managerial responsibility.  This almost felt like a very slick, subtle bait-&-switch.

(Also, i wrote about this place once previously and gave it all sorts of compliments, except for some well-flavored lamb being rather tough & hard to cut.  The manager at that time had no problem offering me 1/2 off the price, so what gives here?  I'm NOT the type of person who 'drinks all the milk & then says it's sour', but something is definitely amiss here.  Leg of lamb, by the way, seems to have vanished from the menu.)

They do so many things RIGHT here that it's sad to see something simple like this so mis-handled.  I'll probably still eat here b/c it's good food, a clean place, & great servers like Rachel, Kat, and even the young lady who served me this time.  However, i'll eat here much less frequently than i've been, and with alot more attention paid to menu prices vs. what i'm actually charged.  

Sorry, folks.",2014-08-11 22:24:57
Oyvq7xFE1l4RBYqlSt5PgA,W4UJwrPHwFYcD65FSSsTEQ,eM0p8P_WCJK-sHcgY7aXLQ,1.0,20,6,3,"Lets start from the very beginning. I don't live here but I went to look at the apartments. The staff are some of the rudest people I have dealt with on the planet. I had to buzz in more than 3 times for the front desk lady to finally let me in. I stood in front of her for 10 minutes and she finally asked, ""what do you want?"" She acted as if I were inconveniencing her as she was on her phone. 

I was actually about to leave. 

Then, the woman I scheduled to meet with didn't come out to the lobby on time as she said in the email. I let the front desk lady know that I was there to meet Natalie, and she told me to call her on her cell phone. What? Can't she give her a quick call? Why was she late anyways? 

Whatever. They all acted as if they didn't need a tenant for the all the empty spaces. 

The building itself is actually .5 stars better than the staff! The elevator was shaking so much, I thought I was going to die :-) It was great. The hallway smells like weed and cigarettes. It looks like it hasn't been cleaned in a few years so that's great too! The ""studios"" are the smallest things I've seen. NOT WORTH THE PRICE. The studio is 3/4 of a normal bedroom and a portion of that is occupied by the ""kitchen"" area. 

It was really weird. When she went to show me a studio, I guess they don't have a policy on letting the current tenants know that people are visiting? She was just about to key in when a man answered the door with a sick wife. The rep tried to show me and the poor guy had to tell us that he was uncomfortable with that. 

I was actually scared to be there because A) the elevators were about to break 2) the halls are STRAIGHT out of those horror films.

I asked if there are any background checks because, duh? NONE. Just make the deposits with recent pay stubs. That's a joke. I'm pretty sure that there offenders' services a couple of doors down too, so safe? Not so much. Worth it? Not at all. 

Please don't try to sell me something that you don't even seem convinced that it is worth renting.",2016-02-25 19:52:39
kqsoZsKJIvFAfl-ylr9FXA,qGjIrmivUwAUMuvGokNQKA,PnoqE0UvBzK49LzStnb-kw,1.0,3,0,0,"After living here for a year and a few months, I literally just walked out after Hurricane Zeta. Believe all the reviews. This place is just awful. The apartments are unique for sure, the pool is very pretty. But if you look just past the surface, the apartments are littered with roaches (even by Nola rules), there are literally dozens of feral cats living under the property leaving a very nasty stench and don't get me started on the ridiculous amount of DOG POOP everywhere - around the property, in the main areas - disgusting. They allow smoking anywhere on the property so there are cig butts on the sidewalks inside the main courtyard. It stinks constantly.  Then you go inside - the drawers don't close, the appliances are old and barely working, there is MOLD everywhere. 

They shut the water off every week and when it comes back on, the water comes out GREY and murky. You literally bathe in grey water. You would think for as much money as you pay for rent, asking for basic services like clean vents and clear water wouldn't be a big deal. But it is, due to the Queens of catty that never seem to get fired - Ashley in sales and more specifically Holly. She's either incredibly stupid or malicious, hard to tell.  

In my time there, they have had 4 managers and 3 different sales people. So the one consistent person has been Holly and she is the worst.  Ashley trained underneath her, so she has picked up all her bad habit. Need anything done, don't go see her. She lost so many service requests and then smirks at you when you go to the office to see why. Always has some passive aggressive response and it makes you want to scream. When I switched apartments, they changed the locks, MID MOVE and when I went to to the office to ask WTF, they made me sit outside for 30 minutes while they pretending to find a key. I was livid. 

When I was finally let back inside THEY HAD STOLEN ALL OF MY KNIVES AND COOKING EQUIPMENT. And these weren't some 99 cent store items, these were cast iron pans, stainless steel knives, gold plated cutlery - I went down to the office and was screaming at them that if they didn't get my stuff back to me in 30 minutes, I was calling the cops. They pushed me too far and I don't think they expected me to get all agro, but seriously?!? In less than 30 minutes some poor maintenance guy was sent to return all my things with an apology. They are awful humans. 

The only good thing about the place is the maintenance crew. But they are overworked and are always on the move. After a while, you learn to skip the main office and just ask one of them to help you when your AC, dishwasher or wash machine breaks down, because they always will. 

I highly warn anyone - DO NOT MOVE HERE. It's not worth the money. The apartments may be unique, but they haven't been kept up and it's all falling apart. Bathrooms are smaller than most gas station bathrooms and about as old and worn out.  Expect nothing to be clean when you  move in. Do't expect fresh paint. The cabinets are 70's style particle board. all the appliances are white and cracked.  

A new place was built next door and is new and clean and amazing. SO I MOVED THERE. Love the neighborhood, the parks, the bayou, but avoid this place. You'll get bent over. and Holly will be sitting there with her meth mouth smirking because for some reason, they think having an incompetent jerk as the first face anyone sees when they come to American Can is a good thing. 

Your packages get stolen ALL THE TIME because none of the security measures are in place - Lockers don't work so packages are left in the garage, no cameras, all the door locks are busted and the gates don't close.

It's known as the public pool of mid-city because people come in (due to NO LOCKS on gates) and just crash the BBQ/Pool area that don't live there and when you complain to the office, they kind of shrug shoulders like it's no big deal.

My car was broken into 3 times - and I'm in the covered lot!!! I could go on and on, but I finally had enough and just left. They are threatening to sue me now - adding to the LONG list of lawsuits this place has going on. Pathetic. I wish I never moved into this cesspool. So suck it American Can. You can kiss my you know what. Finally to Holly and Ashley, pox on both your houses! Curses to you both!",2020-11-06 20:23:29
2Z6ZPl8h956rxOHR2tJMsA,AET8o-kppkZHXwndLQp3AA,UDv_-NaRgqoZRKXFvONnCA,2.0,2,2,0,"Growing up, the one hair salon we had in town was $15 for a wash, cut, blow dry, and styling if the lady felt up to it.  Moving to the city and trying to find a haircut I can afford on a less-than-graduate-student-income budget, has been a challenge.  Supercuts is $12.95 for a cut.  

I'm a pretty simple woman.  I never thought I'd be too high maintenance for this place...

I just wanted a trim.  I haven't cut my hair in 2 years and wanted to get the dead ends out.  The place was pretty full (of all men) but I had the time, so I added my name in the computer and waited.  There were 2 women stylists and one man stylist.  I texted the boyfriend that it would be hilarious if I got the guy, seeing as how I was the only woman client.  Welp, got the guy.  He did not sweep up his station before calling my name, so I stood there kind of awkwardly (thinking that sitting would get me in his way) until he asked me to sit... in the previous guys buzzed clippings.  

I'm learning that if you want a shampooing, its gonna cost you extra in the world of haircuts, but I have A LOT of hair and it is THICK.  I don't understand the desire to sit there with a squirt bottle and spray for 5-10 minutes instead of just taking me over to the sink and wetting it down real quick.  I suggested it to the guy, and he said ""shampooing is an additional $8.""  I tried to explain that I didn't want it shampooed, just perhaps wetted a little faster and with less spray getting all over my shirt, but alas.  He asked what I wanted - I told him just a trim, cut out the dead ends.  The trim itself took no time.  I ran home right after to shower off the hair bits (because I sure didn't get a brushing after that) and when my hair was dry - still a ton of split ends.  I saw him cut my hair, the boyfriend said it didn't look like anything bad had happened to my hair, so I don't understand how I still had so much damage...

You get what you pay for I guess, but if this is the only haircut I can afford, I'm just gonna have to start wearing more buns and tucking in the ends.",2014-02-06 18:13:14
q0boIvxrT464HrwuJ9PnQA,cfc_LBkmJNzqDQ97gPdWCw,NTX9U3BJ8yGnvx9kKQqsHQ,3.0,2,3,0,"Update: Management was very responsive to my compliant via their website. I really appreciate them taking the time listen and write me a response. Also, I visited a second time this past week. Service was much improved (although the server made it a point to show how annoyed she was that our group of twenty all wanted to order shakes. Apparently it was a major inconvenience to the back of house. But, hey who wants to make that awful stuff called money!). One star to three stars. Boom. 

Original review:

Today's lunch was my own personal hell. I will never, ever eat here again unless I have two hours to kill on a hamburger....

which is never.

First, let me preface this story with the fact that I rarely eat burgers. Last one I had was over a year ago. They're just not my thing. So if I go 'burger', it's gonna be gourmet. So why not have a chef Michael Symon gut bomb on a bun for my yearly treat?

Co-workers had recommended B Spot, so a group of us went for lunch (this was today, a Tuesday). We arrive at 11:40a.m. to a mostly dead restaurant. Two other tables full, tops. There are six of us. Seated right away, but at least ten minutes pass before a server address us.

And by address us... I mean that is literally all he did. It was 'I know you've been waiting.... ' then he's gone again. More minutes pass. He comes back and asks 'Do you know who Michael Symon is?'. Me annoyed and knowing who he is blurts out a quick 'Yes'. Thinking he'll move right along he's seems surprised by my knowledge. Please, don't insult my intelligence before I even order. Even more annoyed.

We order. Food arrives in decent time.

My burger is a little more well done than I would have liked, but it was really yummy. I had the Lola. Best part were the pickled onions. The egg was cooked perfectly as well and I will never say no to bacon on anything.

We ask for our checks at 12:30p.m.

Checks return and it was like watching the Mexican hat dance. So much swirling and here and there and 'no, this was your ticket', 'oh your seat number one'. OMG... just let us figure it out!!! By the way, all of us already had our payment method out and ready for him to process. Instead he waltzes away!

He returns and he is armed with the phones that process your payment table side. He picks up the first check holder, opens it and sees cash. He asks me, 'Do you need change?'. I reply 'No. I paid with credit card.'. He folds the holder then opens it again. Looks at the ticket then says 'Oh, right. You did not order this burger.'.... AS IF HE DIDN'T BELIEVE IT WASN'T MY CHECK!!!! 
Triple annoyed.

He zips a card through the hand held device. Then walks away. For a very, very long time. He then starts to repeat this weird process of hovering over the pile of checks on our table, then he's away again. To sum up this long story, he explains he processed some of our cards on another table's orders, etc. Voids. More voids. Then he's back. STILL DOESN'T HAVE ALL OF OUR CHECKS PROCESSED! We did not leave until almost 1:15p.m. We asked for our checks at 12:30p.m.

And the worst part? Because we were a table of 6 or more (just 6 of us, only one person too many!) we paid a 20% automatically added gratuity. UNBELIEVABLE!!!!!!!

I would really like to think our server was just having a really bad day, but please get someone to help you if you are struggling. I get really nervous and uncomfortable when I see people fail. It was 45 minutes of watching a train wreck over and over and over again. 

I see there are several other reviews complaining about the service. Then there are others that rave about the place. Very inconsistent. Sad thing is we were planning a work group dinner here next week. Pretty sure that's cancelled now!",2015-10-07 02:35:15
w7WTOBESLJYBZcQnoBKlrg,71VGvKDnYzhQZj_7pjWPTQ,B4vCJ2B63KkEJSEFL-9Lcw,1.0,2,1,0,"I was at this establishment with a group of friends about a month ago.  I waited to write a review to allow myself to gain some perspective.  Still angry.  Still will never return.  But at least I can be objective.

Because we had a large group (there were 12 of us) and we were going on a Saturday and La Tia's doesn't accept reservations, we had an early dinner at 4:00. I called a little after 3 to get on a wait list.  I explained we don't all have to sit together (but it would be nice if possible).  Of course they explained that couldn't guarantee we would be able to sit down at 4, but they would do their best.

At 4:00, they said they didn't have a table available yet. This is fairly standard at restaurants that use a wait list vs a reservation, so I wasn't put out at all.  A few minutes later they had a table for 6.  Part of our group sat down.  Another 10 or 15 minutes later, they had another table for 6 next to the first one and the rest of us sat down.  It was great they were able to get 2 tables so close together.

The chips and salsa were AWESOME!  Our waiter frequently checked back and kept our drinks refilled and quickly took our orders.

Check out my photos to see one of their signs.  Very funny.

The first major incident happened when our meals arrived.  My meal was fine.  Nothing special, but it was ok.  However, a friend at my table was unhappy because his meal was cold.  He said it wasn't that it wasn't hot enough or that it was room temperature, he said it was literally COLD.  As in out of the refrigerator cold. He complained to our server.  

I don't know who he spoke to, it might have been an owner (I overheard the exchange, but this was the first time I'd seen the person he spoke with.)  She informed him it was because of the toppings.  First of all, you don't argue with your customers.  It doesn't matter why it was cold - it was cold.  Secondly, if it was just the toppings that made it cold, the inside of the dish should have been hot but it was not.

After my friend pushed the issue, she finally asked, ""Do you want me to warm it?""  Well of course he did!  He complained of a cold dish.  He paid you for a hot meal, which he didn't get.  And you have to ask if you should fix it???

I wasn't happy and my friend wasn't happy, but these things happen.  The rest of our meal went without issue.  Until about 5:45.  Remember, our table wasn't seated until close to 4:30.  A server approached our table and said, ""Just to let you know, we have another party coming at 6.""  We were still eating!  Several people at the table had ordered dessert and their desserts were only partially eaten.

We followed your procedures and calmly waited almost 30 minutes beyond our requested time before we were seated.  Yet we're expected to make way for someone else?

BULL!!!  I'll be sure to make way for someone else by never returning to your restaurant.",2020-01-20 02:28:38
pbfR1iTWHr0FxEyEusWcng,fXZyxkQ69byvRbrtNGI-XQ,VZz5Od9OTogB2IWj11w8cQ,3.0,0,0,1,"I have both enjoyed and disliked CiCis every since it opened when I was working at that Baskin Robbins two or three stores down from it.  It's not so much for the food, but the clientele.  If you can go on an off day(not night, never go at night) and when the kids are still in school, it can be an enjoyable experience.  Otherwise, you will get what you get, this is a place built for parents to unload their kids at while they sit somewhere in peace and ignore them.

I repeat, this is a place built for parents to unload their kids at while they sit somewhere in ""peace"" and ignore them.  If you are going into any CiCi's expecting something different, that's on you bud, but that is why I gave this a 3-star.  It's basically a cheaper Chuck E. Cheese, or Showbiz pizza if you're as old as I am.

With that said, they re-did the interior of this CiCis location I want to say within the last year.  It does look alot better than it used too, less divey, and much more efficient.  You also are requested(but not obligated)to dispose of your plates now too, which I know is upsetting to the parents because I witnessed one kid point out the sign on ALL the tables as they were being led away, the parent read it and said ""I AIN'T DOING ALL THAT AT A CICIS!!"" and they left three tables loaded up with dishes and half eaten pizza.  But that is their customer base, and exactly who they are marketed too.

The base price is:

Adults: $6.29(not including drink)
Kids: $3.59

The do offer personal pizzas as well as wings and such you can order when paying but be forewarned, they will take forever making this for you and in my case forget you ordered it altogether.  Then after you've given up and asked for a refund, they go ""oh yeah, you did order that."" shrug and give me my request.  If you are just a stay at home something with no place to be that can be fine, but for me, I had to get back to work.

As far as the food on the buffet goes, it's good, flavorful and plentiful.  If you can stand the atmosphere of the other customers you're good.  Non-gourmet pizza isn't difficult to do and CiCis has it down.  The crusts are pressed by a machine fast, which means they can put the toppings on load it in the cooking roller and that's it.  They have never run out of pizza while I was there and it's always getting refreshed.  I try to go for the ones that have just been put out, with less touching from the customer side makes me feel a little better about eating off a buffet.

I know this was long and I apologize for that, enjoy the pics...",2019-04-24 22:32:37
u23dI0DGN2QewpPNObmWXQ,eSkNaMlhLFsp5eVK073BuA,ehzdBdCuwFNHEoIfpJY7Iw,5.0,0,0,1,"Five star experience here at The Loft Restaurant. I was very lucky to have a short tour around the grounds, before diner and throughly enjoyed it. 

Property: if you have a day to spend here, I would absolutely use the opportunity to just enjoy it all! They offer a variety of outdoor seating and exploring. While walking out of dinner there was a couple with a bottle of wine relaxing in a small gazebo. I'm sure they are very accommodating to whatever you would like to enjoy during your visit. Be sure to check out the garden during your visit. It has a great view of the building and some of the herbs are grown in that garden! (Farm to table, eh?!) Side-note for females, if you plan on wearing heels or wedges be careful in the parking! It is gravel and very tricky to walk on at night! I practically fell walking down the hill after dinner. Be cautious! Apple added a flashlight to the front of your phone for a reason ;) 

Food: 

Organic Beginnings from the menu -- cheese cheese cheese. I'm mentioning this because you MUST order the cheese board. I love Gouda cheese, it's a treat each time I am able to enjoy it! The Gouda cheese on this plate with the fig chutney and baguette was delicious. It was the perfect way to start after touring the grounds. The Camembert Crock is another story, it was a unique dish! I've never had anything like it. The cheese was baked with pistachio and strawberry-rhubarb jam, you then dip your the bread into the creamy cheese! Last starter, bowl of cottage. Don't think too much about this one, it's literally a delicious bowl of cottage cheese with topping and house made sourdough bread. Simple and a must order! 

Diner -- I went with the Farmhouse Smashed Burger! Oh my, oh my! I think I'm still full from that meal. The chef recommended the cooking of the burger and it turned out perfectly. It is a burger made of 100% grassfeed beef and ground bacon topped with mouthwatering ingredients, but my favorite was the horseradish pickled cabbage. I'm telling you now, ADD AN OVER EASY EGG! Comment and let me know how that works for you! 

Dessert -- I'm a fan of smaller desserts. We split one piece of pie and added one scoop of vanilla ice cream. Can I get an amen for the perfect dessert?! The pie changes daily, because fresh pie of course. Our pie was a blueberry rhubarb and the crust on that thing was something to rave about. I'm wondering how long it took them to perfect it in such a way it was sweet and crunchy, but also didn't take from the filling!! Genius. 

Wine -- Of course I ordered wine! Order wine with the cheese plate and enjoy that glass slowly. Order another for dinner! I had a recommendation from the waitress, based of my dinner selection! It was a Pinot noir and paired well. 

My overall advice is to enjoy the restaurant! Take your time at the table and enjoy the company of who you have come to eat with. If you're like me, you've left downtown for dinner and that doesn't happen often! 

Next time -- I'm ordering the over easy egg on my burger and I'm making my date get scallops. This is a plan I'm making, so then I can have the best of both worlds! I'll also do the toffee dessert next time.",2017-06-14 03:29:03
wMt7chZY79lBFILoug-6bQ,Pj4bP_ZF1EPOltvwJJT-kg,NcIL7U3U2mML-kGxRloMLA,2.0,9,0,1,"I'll start out by saying I now like to think of Value Vet as the Minute Clinic of pet care. You might want to go here for basic services like puppy visits & shots but don't take your pet here if they have a real problem.

We wasted literally HUNDREDS of dollars going to this place (well over $1000 in total.) We have a dog with allergies. It got really bad and lead to chronic ear, eye, and skin infections. Each time we went to Value Vet they asked the same questions (yes, he eats out of a metal bowl, we only buy good dog food, etc, etc.) which you'd figure would be on his file... And each time, we got a variety of antibiotics, special shampoos, and steroids. Our dog spent over a year in cone b/c we just couldn't find anything to calm the allergies. He'd pick at himself which lead to the ear/eye/skin infections and we'd be back at the vet. 

At one point, we asked he be put on a steroid regimen b/c that was the only thing that kind of helped. They did a lot of blood work ($$$) then said okay. By the next time we returned for more steroids, they said he'd have to be tested again b/c it had been over 6 months. I thought they said the tests were good for 1 year. 

After suffering through this for ages, I ran into a woman at a dog park who said her dog was put on Apoquel for similar allergies and it had worked miracles. When I asked Value Vet, they said it wasn't good for dogs and we should see a doggy dermatologist. They referred us but no one ever called us back *thankfully.*

FINALLY, a friend's dog came down with something similar and she told us her vet was able to fix him. So we took our dog to Hermitage Animal Clinic. They checked him out, we told them our story of all of the runaround we'd be doing, they prescribe Apoquel and he is a changed dog. His quality of life is so much better now. No more cone, rarely licks or scratches, no more infections. Our poor guy suffered for so long and we just trusted Value Vet's opinion that there wasn't anything more to be done. Shame on us for not taking him somewhere else sooner. We would have saved our dog lots of misery and ourselves lots of money.",2015-03-28 21:09:59
8kwUQTAu6sfE-YtKovCWWg,1xFpt3S7c-8wkE18oG6QqA,q-uEumFCOWgE0axea7O8mw,5.0,3,0,0,"Wow wow wow! I'm totally speechless after trying Cafe Lava tonight. My first time and definitely not my last! 

Before I go into the review, let me just say how extravagant this place is. What they've done is absolutely gorgeous. The decor is uniquely breathtaking and like nothing I've seen before. Felt so fancy and upscale. 

I noticed that they have an outdoor patio behind the restaurant near the parking. I presume it's used only when the weather is warm. Looks like it has a lot of space for entertaining. I can see myself enjoying a nice little brunch out there later this year. 

The restaurant was basically empty when we arrived. It's huge in there. Looks deceivingly small from the outside though. I can only image how many customers they can fit there on weekends and how busy it probably gets. We were seated at a table by the window, which was great. A woman who looked like the manager came over and swung the curtains open to bring some natural light in. Our waitress walked up and took our drink order shortly after. Didn't get her name but she was awesome and very attentive throughout the night. She brought us bread and butter with the drinks. 

We asked for the sweet fire pancakes from the appetizer menu and my friend got the mac and cheese. The sweet fire pancakes were on point! They were small sweet potato patties fried with red peppers inside and topped with sour cream. The sour cream offset the spiciness of the pancake. My friend let me try her mac... as a cheese lover, it could've been cheesier but it was still delicious. Tasted like baked mac and cheese. 

I ordered the wild mushroom crepes. The pictures I saw on Yelp of these crepes literally made my mouth water so I just had to get them. How did Lava come up with this concoction?! I wasn't sure what to expect after the first bite, but holy moly... they were excellent. A bit tangy with the mushroom sauce on top. They were easy to cut into and didn't create a mess. There was only cheese and mushrooms inside the crepe but it was still very filling. The mushrooms had to have been sautéed or something. They were spectacular, I'll be back for another round of the crepes. 

Service was great, ambiance was lovely. Reasonable prices for the quality and quantity of food. Highly recommend if you want to try some fun and fresh European cuisine!",2019-03-28 01:59:27
CA7bo_R6eVzaxKzCd8TvMQ,Jt3GylPuH64uA3zTdbMdCg,85S9b55dIToR6N6jdPXK3Q,5.0,7,0,3,"I've come to the conclusion that nothing in life is more difficult than wanting a cat my entire life and growing up with two parents who are both severely allergic to them.  Fortunately, when I got my own apartment, I started making plans to bring a cat into my life and give them a ""fur-ever"" home.  After a few visits to the PAWS adoption center to play with some of their cats, I decided they'd be the ones from whom I would adopt my soon-to-be furry companion.  The adoption center always welcomes visitors with open arms, even if you are not planning to adopt; though the cats who play well with other cats live in rooms together and the ones who don't live in cages.  The center only keeps one or two dogs onsite, so the ratio of cats to dogs is definitely much higher on the cat end.  PAWS does not put pets on hold, though I filled out the adoption paperwork about a month before I came in to adopt my cat, and once I was notified that I had been approved and that my apartment's pet policy had been confirmed, I was all set, but the only thing missing was a cat.  Finally, on April 19, 2014, I set foot in the PAWS adoption center to find the perfect cat.  When I mentioned I was looking for a fairly young cat who would do well in a small apartment (mine is 400 sq. ft.) who was affectionate and likes to cuddle, the shelter staff suggested a cat named Chalk.  Her estimated age was 4-6 years old so that threw me off, but they assured me that was only an estimate and that the age was to be taken with a grain of salt because the amount of tartar buildup on the cat's teeth is what they use as their criterion.  After spending a bit of time with this kitty, I decided to take her home.  I signed the agreement, bought a carrier, and was sent off with a small bag of cat food with my kitty in tow.  I have since renamed her Beaker, but I am glad to report she is happily adjusting to her new home.  I would HIGHLY recommend PAWS to anyone who is looking to adopt a cat; the staff is so helpful, friendly, and will assist you in finding one who will make a wonderful addition to your home and your life.  

Thank you PAWS (from me AND Beaker!)",2014-05-12 18:55:29
TBMClFZLNE83geGHuajuJA,S4ufRHUx4UjTKEoWqHGz6Q,kw-MfMhHNzEw3RhTNz-wNw,1.0,19,0,0,"Let me start this review by acknowledging that Wills Eye Hospital has very competent, educated eye doctors. 

This one star review is about the total inefficiency of their appointment system and horrible bed side manner exemplified by the staff that treated my mother today.

My 75 year old mother, who had been treated for a cancerous tumor in her eye, had an annual check up today where her appointment was for 8:00am. When we arrived early (before 8am), the waiting room was already packed. We waited over 4 hours in the waiting room just to finally have her name called to be seen by her doctor. Based on the insane wait time we had experienced the year prior, I knew to bring a book and my lap top to get some work done. 

After waiting over *FOUR HOURS* to be seen, we ended up being shuttled to a small exam room where we ended up waiting another *HOUR AND A HALF* for the doctors to see my mom. At no point did any staff, nurses, etc offer any information about why we were waiting so long, or give any information on when we *might* be seen. 
Finally, the doctor's staff walked in, scuttled around my mom without ANY introductions and just started hurriedly examining her eye and recording down information. No, ""hello, I'm Dr. X"", or even an acknowledgement of her first name. No explanation of my mom's progress - simply ""your eye looks good"". One of the students was given the opportunity to look at my mom's eye - he never asked her name. He went right in to inspect her eye, then proceeded to have a discussion with his superior about how his technique could be developed better, not realizing that my mother wasn't simply a specimen, but a real live woman sitting there anxiously waiting for him to wrap it up.

I know that doctors are notorious for having terrible people skills and bedside manners, and I'm not asking for a chat over coffee, but for Chrissakes, at least acknowledge the 75 year old human being sitting in front of you before you start invasively prodding their eyeball. That's basic human courtesy. 

I really hope that someone revamps their appointment system soon, because the inefficiency we've experienced has been truly astounding. 

TLDR: For any basic 8am appointment, expect to end up eating your first meal of the day at 3pm, which is when you'll actually be seen.",2018-02-14 02:35:10
7FzbV-sv8gC75itUSiw3Lw,Yy-WZAfo-Vr6sUfD5hhSIA,BrospeMqVM_tF9HH0RHuog,5.0,1,0,0,"Having walked the French Quarter on our last trip to Nawlins we opted out of that this time. So we just cruised the city sightseeing since our planned agenda was still a day away. As we went we tend to call out the things we spot, especially off the beaten path eateries. There are three things mandatory when visiting NOLA: crawfish, po' boys, and gumbo. Add your choice of shellfish and you did it all. Brenda and I are both diabetic but we have distinctly different dietary needs and schedules. She needs a lot of protein and multiple meals or snacks while I get by on a late breakfast and dinner. She started getting hungry and we decided to take care of the mandatory po' boy. There is no shortage of places in NOLA to get one so we knew we wouldn't have to look far. We hit a side street and spotted a hole in the wall building that looked like it still carried the scars of Katrina. The sign proclaimed Gene's Po-Boy so we parked around the corner in a pretty shabby neighborhood, we inside to find a counter to place your order, 2 tables and 2 chairs. In the back room were active games of chance. Signs warned patrons and employees that no one under 21 better be seen anywhere near the door to the back. Another sign warned employees off the clock and former employees to stay the hell out if the kitchen or behind the counter. I decided I really didn't want to know why. The place was dingy but seemed clean. We decided on a catfish po-boy for Brenda. I wasn't ready to eat so i didn't order. When the sandwich came out, it was enormous. At least a two pounder. We took it back to the hotel and after a while I got hungry too. The massive torpedo was easily big enough for the two of us to share and it was indescribably delicious. There were four large pieces of perfectly fried Louisiana catfish adorned simply with lettuce and tomato. We both purred as we dined enjoying every morsel to the end. I've always known the best food can be found in the dives of the world and this one was no exception. I had to pull rank to get General Brenda to realize there was more gold in Louisiana than that one shop. i prevailed but it wasn't easy. Next trip, back to Genes.",2017-06-14 00:36:42
Y9-mtxJpUTjQI4P4jDKXuw,3r8mlYy8s0HbzE6pVkhWGg,gjFUrbSMo1rA1jgG5IhA2A,2.0,0,4,0,"Ok, this is me trying to be understanding. I LOVE Brazilian steakhouses so when I found out that it was restaurant week, I'm totally in. I'd been to Fogo in several cities and decided to give Chima a try because it's infinitely closer to my house. I should've taken the walk. 

Now as a guy I tend to only notice things like decor when they're bad, and the burnt orange theme of the restaurant definitely qualifies. In all fairness I DID come during restaurant week, so they were busier than usual, that being said...the whole point of restaurant week is having people try your place out so they'll come back and become normal customers.

Valet was meh, Check in went ok we were waiting an extra fifteen minutes from our reservation time but the place was packed and I try to be understanding of such things. We were seated and then we waited, and waited......and waited. The dining room was understaffed, I get it but we were starving. After another fifteen minutes I gave up and just asked one of the meat bearing gauchos to help us out, to his credit he did.

The gauchos did their jobs and are the only reason for the second star. After grabbing our buffet plates it was time to sit down and eat. All I wanted was a drink. What kind of drink you ask? What kind of overly complicated concoction did I have to wait another FOURTY-FIVE minutes for??? A soda!!!! That ever elusive beverage. After asking three successful servers for a soda ($4 by the way) I finally gave up and asked a Gaucho (the guys who walk around with meat and carving, aka the busiest guys in the place). Plus, aren't they supposed to be upselling me? All I wanted was a soda!!!! When it came time to get a second soda, I just saved time and effort and asked the Gaucho first. You'd think that with that mess they'd comp my soda but no.

Oh and before I forget, yet again I understand that its restaurant week, but would a little friendliness from the reception area be too much to ask? I'm happy that you got a foam latte from the bar, but since we're waiting in line extra time, how about a little polite conversation to your  lobby full of guests. Instead I'm treated to a list of who's sleeping with who in the restaurant, in case you want to know the bartender........",2015-08-13 08:12:37
